Page,Product Name,Current Price,Original Price,Discount,Rating Score,Ratings Count,Reviews Count,Highlights
20,Haier 9.5 kg with Wi-Fi Enabled Semi Automatic Top Load Washing Machine Multicolor,"₹14,700","₹20,000",26% off,4.3,48,3,"1300 RPM Max Speed | 2 years warranty on the product, 5 years on the motor"
20,"MOTOROLA 12 kg 5 Star, Intelligent Smart Programs Fully Automatic Top Load Washing Machine Grey, Black","₹38,990",N/A,N/A,4.2,5630,753,700 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor
20,Haier 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹33,999","₹51,990",34% off,N/A,N/A,N/A,1400 RPM Max Speed | 5 Star Rating | With In-Built Heater | 1.= 5 year complete
20,"CANDY 8 kg Semi Automatic Top Load Washing Machine Maroon, White","₹10,990","₹13,490",18% off,4.2,829,89,1300 rpm Max Speed | 5 Star Rating | 2 year on product and 5 year on Motor
20,"IFB 9 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, with AI Fully Automatic Front ...","₹38,590","₹50,090",22% off,4.3,31,3,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
20,Haier 7 kg Fully Automatic Top Load Washing Machine Grey,"₹15,990","₹23,490",31% off,4.3,19,1,800 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
20,"Haier 8.5 kg Semi Automatic Top Load Washing Machine Black, Grey","₹14,808","₹20,500",27% off,4.2,21,3,1300 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor
20,"LG 8 kg Semi Automatic Top Load Washing Machine Grey, White","₹13,660","₹17,990",24% off,4.4,92,4,1350 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive and 5 Years on Motor From LG
20,"Whirlpool 8.5 kg 5 Star, Power Dry Technology Semi Automatic Top Load Washing Machine Purple","₹13,210","₹19,550",32% off,4.3,2902,268,"1450 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor, Spin motor and Prime Mover from Whirlpool"
20,BOSCH 9 kg 5 Star with 1360 High RPM Spin Motor Semi Automatic Top Load Washing Machine Multicolor,"₹13,999","₹20,500",31% off,4.1,377,29,"1360 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product, 7 Years Warranty on Wash Motor"
20,"Samsung 8.5 kg Semi Automatic Top Load Washing Machine Black, Grey","₹14,470","₹18,900",23% off,4.4,187,10,"1200 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product, 5 Years Warranty on Motor"
20,"LG 7 kg with Inverter , Smart Diagnosis and Smart Closing Door Fully Automatic Top Load Washing Machin...","₹21,490","₹25,990",17% off,4.4,836,73,700 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from LG
20,"LG 15/8 kg Washer with Dryer Fully Automatic Front Load Washer Dryer with AI Direct Drive Technology, ...","₹87,990","₹1,19,990",26% off,4.4,205,11,1000 rpm Max Speed | With In-Built Heater | With Wi-Fi Connectivity | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
20,"Haier 8 kg Toughened Glass with Anti Bacterial Vortex Pulsator, 1300 RPM, Spray Function, Wash Program...","₹17,490","₹27,500",36% off,4.2,102,8,780 rpm Max Speed | 5 Star Rating | 3 Years Comprehensive Warranty on Product and 12 Years Warranty on Wash Motor
21,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor
21,"Samsung 9 kg 5 star, Ecobubble, Wi-Fi, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹23,490","₹30,500",22% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
21,"Lloyd 7 kg Semi Automatic Top Load Washing Machine Black, Grey","₹11,275","₹14,790",23% off,4.3,2977,216,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty
21,"LG 12 kg 5 Star, AI Direct Drive Technology, Wi-Fi Enabled, Steam Wash, Intelligent & Convenient Fabri...","₹52,390","₹61,990",15% off,N/A,N/A,N/A,1400 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 2 Years Comprehensive & 10 years on Motor (T&C Apply).
21,Voltas Beko 10 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹20,699","₹45,999",55% off,3.2,5,0,680 RPM Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years on Motor
21,Panasonic 6 kg 4 Star 8 Wash Program AquaBeat Wash Fully Automatic Top Load Washing Machine Grey,"₹13,990","₹16,700",16% off,4.3,12386,1273,680 rpm Max Speed | 4 Star Rating | 2 Year Comprehensive Warranty and 10 Years on Motor from Panasonic
21,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Lo...","₹13,990","₹27,300",48% off,4.2,9824,678,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
21,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Was...","₹10,490","₹12,800",18% off,4.4,41641,2713,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor
21,Reliance 8 kg Washer only Maroon,"₹5,990","₹8,999",33% off,2,3,1,"1350 RPM Max Speed | 1 Year Standard Warranty on the Product from the Date of Purchase. For any warranty related issues, please call the Customer Support - [+91-9118112119] [support@reliancegreentech.com], Register Your Warranty Https://www.reliancegreentech.com/registration"
21,"Samsung 8 kg 5 Star, Inverter, Hygiene Steam Digital Inverter Fully Automatic Front Load Washing Machi...","₹36,990","₹48,300",23% off,4.3,25134,1735,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
21,"Samsung 8 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹19,490","₹27,000",27% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
21,Whirlpool 7.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹17,490","₹23,250",24% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor
21,"LG 8 kg 5 Star with Smart Inverter Technology, TurboDrum and Smart Diagnosis Fully Automatic Top Load ...","₹18,990","₹29,990",36% off,4.4,85004,5943,700 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor (T&C)
21,Lloyd by Havells 8 kg Washing Machine Fully Automatic Top Load Grey,"₹17,990","₹31,990",43% off,4,138,14,"680 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product, 10 Years Warranty on Motor"
21,"LG 9 Kg Dual Inverter Heat Pump, Wi-Fi, EcoHybrid, Allergy Care, Smart Pairing & Auto Cleaning Condens...","₹66,990","₹82,990",19% off,3.3,4,0,40 rpm Max Speed | With Wi-Fi Connectivity | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
21,Haier 9.5 kg with Wi-Fi Enabled Semi Automatic Top Load Washing Machine Multicolor,"₹14,700","₹20,000",26% off,4.3,48,3,"1300 RPM Max Speed | 2 years warranty on the product, 5 years on the motor"
21,"Samsung 10 kg 5 Star, AI Wash, Ecobubble, AI Energy Mode, AI VRT+, Soft Closing Door, Wi-Fi, Digital I...","₹25,990","₹33,990",23% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 Years comprehensive warranty on product, 20 Years warranty on Digital Inverter Motor."
21,"IFB 8 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹33,990","₹45,990",26% off,4.3,28925,2208,"1200 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
21,"CANDY 7 kg Semi Automatic Top Load Washing Machine Black, White","₹8,890","₹11,590",23% off,4.2,829,89,1300 rpm Max Speed | 5 Star Rating | 2 year on product and 5 year on Motor
21,"Whirlpool 7 kg 5 Star,Turbo Scrub Technology Semi Automatic Top Load Washing Machine Grey","₹11,390","₹11,550",1% off,4.4,60799,5628,1450 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor and Prime Mover from Whirlpool
21,"IFB 9 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹36,490","₹48,990",25% off,4.3,28925,2208,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
21,Whirlpool 10 kg Bloomwash Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹24,990","₹31,200",19% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor & Prime Mover
21,"Lloyd by Havells 8.5 kg Toughened Glass Soft Closing Glass Lids, 1300 RPM, Soak Function, 3 Wash Progr...","₹14,290","₹20,655",30% off,4.3,1499,108,"1300 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product, 5 Years Warranty on Motor"
21,InnoQ 9 kg | Turbo Wash | Buzzer | Wheels | Turbo Jet Dryer | Magic Filter | Lint Filter Semi Automati...,"₹9,190","₹22,990",60% off,4.2,3100,386,"1500 rpm Max Speed | 5 Star Rating | 1 Years Comprehensive , 2 Year Motor & Free Extended Warranty"
22,"BOSCH 8 kg Fully Automatic Top Load Washing Machine with In-built Heater Black, Grey","₹26,900","₹39,490",31% off,4.3,138,9,680 RPM Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Warranty on Product and 10 Years Warranty on Motor
22,"LG 7 kg with Inverter , Smart Diagnosis and Smart Closing Door Fully Automatic Top Load Washing Machin...","₹21,490","₹25,990",17% off,4.4,836,73,700 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from LG
22,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor
22,"Samsung 9 kg 5 star, Ecobubble, Wi-Fi, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹23,490","₹30,500",22% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
22,"IFB 8 kg 5 Star 2X Power Steam,Hard Water Wash Fully Automatic Front Load Washing Machine with In-buil...","₹31,840","₹43,490",26% off,4.1,22,2,"1200 RPM Max Speed | 5 Star Rating | With In-Built Heater | 4year complete, 10year motor"
22,ONIDA 6 kg 5 Star 10 Wash Programs Stainless Steel Drum Fully Automatic Top Load Washing Machine Grey,"₹11,990","₹19,990",40% off,4.2,56060,6149,"750 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product, 5 Years Warranty on Wash Motor"
22,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Lo...","₹13,990","₹27,300",48% off,4.2,9824,678,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
22,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Was...","₹10,490","₹12,800",18% off,4.4,41641,2713,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor
22,Godrej 8 kg Semi Automatic Top Load Washing Machine Red,"₹13,086","₹20,750",36% off,4.3,269,15,1440 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Godrej
22,Godrej 11.5 kg Semi Automatic Top Load Washing Machine Grey,"₹16,990","₹28,436",40% off,4.6,14,3,720 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor
22,"Samsung 7.5 kg Semi Automatic Top Load Washing Machine Black, Grey","₹12,500","₹16,400",23% off,4.4,233,17,"1300 rpm Max Speed | 5 Star Rating | 2 years on product, 2 years on motor (T&C Apply)"
22,Lloyd by Havells 9 kg Semi Automatic Top Load Washing Machine Silver,"₹13,803","₹19,990",30% off,3.6,7,0,"1300 RPM Max Speed | 5 Star Rating | 2 years on product, 5 years on motor"
22,"Samsung 8 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹19,490","₹27,000",27% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
22,Whirlpool 7.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹17,490","₹23,250",24% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor
22,BOSCH 10 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹49,999","₹74,590",32% off,5,3,0,"1400 RPM Max Speed | 5 Star Rating | With In-Built Heater | 3 years on product, 12 years on motor"
22,Whirlpool 7 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹17,050","₹20,650",17% off,3.8,15,1,740 RPM Max Speed | 5 Star Rating | With In-Built Heater | 3 Years Comprehensive Warranty and 10 Years Warranty on Motor and Prime Mover from Whirlpool
22,"Samsung 10 kg 5 Star, AI Wash, Ecobubble, AI Energy Mode, AI VRT+, Soft Closing Door, Wi-Fi, Digital I...","₹25,990","₹33,990",23% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 Years comprehensive warranty on product, 20 Years warranty on Digital Inverter Motor."
22,"IFB 8 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹33,990","₹45,990",26% off,4.3,28925,2208,"1200 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
22,LG 9.5 kg Semi Automatic Top Load Washing Machine Black,"₹21,999",N/A,N/A,4,4,0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 5 Years on Wash Motor
22,"ONIDA 11 kg 5 star Semi Automatic Top Load Washing Machine Blue, White","₹15,590","₹22,490",30% off,4.1,1389,72,1300 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from Onida
22,Whirlpool 8 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹17,990","₹25,990",30% off,3.6,10,0,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 1 Year Comprehensive Warranty on Product and 10 Years Warranty on Motor
22,Whirlpool 8 kg 5 Star Semi Automatic Top Load Washing Machine Grey,"₹13,690","₹19,050",28% off,4.4,6286,553,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor and Prime Mover from Whirlpool
22,"IFB 9 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹36,490","₹48,990",25% off,4.3,28925,2208,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
22,Whirlpool 10 kg Bloomwash Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹24,990","₹31,200",19% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor & Prime Mover
23,"Sansui 8.5 kg Semi Automatic Top Load Washing Machine Red, White","₹10,150","₹15,990",36% off,4.2,15761,1376,1350 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty On Product and 5 Years on Wash Motor
23,"Voltas Beko 8 kg Semi Automatic Top Load Washing Machine Blue, White","₹11,240","₹18,899",40% off,4.3,48,2,1300 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Additional Warranty on Motor
23,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor
23,"Samsung 9 kg 5 star, Ecobubble, Wi-Fi, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹23,490","₹30,500",22% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
23,LG 6.5 kg with Inverter Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹35,490","₹41,490",14% off,4.5,2642,301,1200 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years on Product and 10 Years on Motor from LG
23,ONIDA 6 kg 5 Star 10 Wash Programs Stainless Steel Drum Fully Automatic Top Load Washing Machine Grey,"₹11,990","₹19,990",40% off,4.2,56060,6149,"750 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product, 5 Years Warranty on Wash Motor"
23,"IFB 8 kg Powered by AI, 5 Star, Steam Refresh, Fully Automatic Front Load Washing Machine Grey","₹36,990","₹43,990",15% off,4.4,1400,99,"1400 RPM Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support"
23,"Samsung 12 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Blue","₹40,490","₹53,990",25% off,3.7,3,0,1400 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 2 Years Comprehensive Warranty on Product and 20 Years Warranty on Digital Inverter Motor
23,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Lo...","₹13,990","₹27,300",48% off,4.2,9824,678,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
23,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Was...","₹10,490","₹12,800",18% off,4.4,41641,2713,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor
23,IFB 8 kg 5 Star 9 Swirl AI Powered with Wi-Fi Enabled�� with 2x Power Steam Fully Automatic Front Load...,"₹47,490","₹59,290",19% off,4.3,465,53,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor and 10 Years Spares Support"
23,ONIDA 6.8 kg Fully Automatic Top Load Washing Machine Red,"₹16,990","₹18,990",10% off,4.2,303,86,780 rpm Max Speed | 2 Years Comprehensive Warranty from Onida
23,"Samsung 8 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹19,490","₹27,000",27% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
23,"Samsung 10 kg 5 Star, AI Wash, Ecobubble, AI Energy Mode, AI VRT+, Soft Closing Door, Wi-Fi, Digital I...","₹25,990","₹33,990",23% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 Years comprehensive warranty on product, 20 Years warranty on Digital Inverter Motor."
23,"ONIDA 11 kg 5 star Semi Automatic Top Load Washing Machine Blue, White","₹15,590","₹22,490",30% off,4.1,1389,72,1300 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from Onida
23,Lloyd by Havells 8 kg Washing Machine Fully Automatic Top Load Grey,"₹17,990","₹31,990",43% off,4,138,14,"680 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product, 10 Years Warranty on Motor"
23,Whirlpool 8 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹17,990","₹25,990",30% off,3.6,10,0,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 1 Year Comprehensive Warranty on Product and 10 Years Warranty on Motor
23,Whirlpool 8 kg 5 Star Semi Automatic Top Load Washing Machine Grey,"₹13,690","₹19,050",28% off,4.4,6286,553,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor and Prime Mover from Whirlpool
23,Whirlpool 6.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹15,190","₹21,150",28% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor
23,"IFB 8 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹33,990","₹45,990",26% off,4.3,28925,2208,"1200 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
23,Whirlpool 8 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹17,449","₹26,550",34% off,N/A,N/A,N/A,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 1 Year Comprehensive Warranty on Product and 10 Years Warranty on Motor
23,"Haier 7 kg Semi Automatic Top Load Washing Machine White, Black","₹12,360","₹17,000",27% off,4,94,3,1300 RPM Max Speed | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor from Haier
23,"IFB 9 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Touch Panel with AI Fully Auto...","₹36,490","₹48,990",25% off,4.3,28925,2208,"1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support"
23,Whirlpool 10 kg Bloomwash Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹24,990","₹31,200",19% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor & Prime Mover
24,Hafele 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Grey,"₹25,990","₹51,000",49% off,N/A,N/A,N/A,"1200 RPM Max Speed | 5 Star Rating | With In-Built Heater | 3 Years Comprehensive Warranty,12 Years Motor Warranty and 12Years Spare Parts Support"
24,IFB 11 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹50,500","₹71,590",29% off,N/A,N/A,N/A,"1400 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | Comprehensive Warranty Coverage: Enjoy worry-free ownership with a 4-year comprehensive warranty on the product, 10 years on the motor, and 10 years of spare part support, ensuring unmatched durability and performance"
24,"IFB 6.5 kg 5 Star 3D Wash Technology, Gentle Wash, In-built heater Fully Automatic Front Load Washing ...","₹29,490","₹36,090",18% off,4.3,2405,219,"1000 rpm Max Speed | 5 Star Rating | With In-Built Heater | 4 Years Complete Machine warranty, 10 Years Motor Warranty and 10 Years Spare Part Support from IFB"
24,Whirlpool 6.5 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹17,490","₹20,650",15% off,4.1,53,5,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor
24,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor
24,"Samsung 9 kg 5 star, Ecobubble, Wi-Fi, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹23,490","₹30,500",22% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
24,"LG 9 kg 5 Star, AI Direct Drive Technology, 6 Motion Direct Drive, Steam Fully Automatic Top Load Wash...","₹27,990","₹36,490",23% off,4.4,85004,5943,780 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
24,LG 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹36,990","₹53,990",31% off,4.3,37,3,1200 RPM Max Speed | 5 Star Rating | With In-Built Heater | 4
24,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Lo...","₹13,990","₹27,300",48% off,4.2,9824,678,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor
24,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Was...","₹10,490","₹12,800",18% off,4.4,41641,2713,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor
24,LG 6.5 kg Fully Automatic Top Load Washing Machine Beige,"₹24,481","₹24,990",2% off,4.7,14,0,780 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from LG
24,Voltas Beko by A Tata Product 6.5 kg 5 Star Fully Automatic Front Load Washing Machine with In-built H...,"₹24,410","₹48,990",50% off,4,2252,186,1200 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor
24,Voltas Beko by A Tata Product 8 kg Semi Automatic Top Load Washing Machine with In-built Heater White,"₹12,799","₹19,990",35% off,4,13,2,1450 RPM Max Speed | 5 Star Rating | 2 years comprehensive + additional 3 years on wash and spin motor
24,"LG 8 kg 5 Star with Steam, Inverter Direct Drive, 6 Motion Direct Drive, Touch Panel and 1400 RPM Full...","₹37,990","₹47,990",20% off,4.4,4091,314,1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor T&C
24,"Samsung 8 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey","₹19,490","₹27,000",27% off,4.3,104648,6680,"700 rpm Max Speed | 5 Star Rating | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor"
24,Whirlpool 7.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹17,490","₹23,250",24% off,4.1,46397,2890,740 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Motor
24,"Whirlpool 8.5 kg 5 Star, Power Dry Technology Semi Automatic Top Load Washing Machine Grey, Purple","₹13,490","₹17,400",22% off,4.3,2902,268,"1450 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor, Spin motor and Prime Mover from Whirlpool"
