Page,Product Name,Current Price,Original Price,Discount,Rating Score,Ratings Count,Reviews Count,Highlights,Product URL
22,Panasonic 11 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹31,490","₹43,900",28% off,3.7,7.0,3.0,702 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Warranty on Product and 12 Years Warranty on Motor,https://www.flipkart.com/panasonic-11-kg-fully-automatic-top-load-washing-machine-in-built-heater-grey/p/itm0e5722471b5d3
22,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Washing Machine Grey(MAGIC CLEAN 7.0 GREY DAZZLE (5YR))","₹8,490","₹12,800",33% off,4.4,41859.0,2721.0,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor,https://www.flipkart.com/whirlpool-7-kg-5-star-ace-wash-station-1400-rpm-speed-rust-proof-semi-automatic-top-load-washing-machine-grey/p/itm4a1a90b50cd6a
22,"realme TechLife 7 kg 5 Star rating Semi Automatic Top Load Washing Machine White, Black","₹7,890","₹12,490",36% off,4.2,95150.0,8215.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-semi-automatic-top-load-washing-machine-white-black/p/itmc94e124668ec6
22,Samsung 6 kg Inverter 5 Star Hygiene Steam Fully Automatic Front Load Washing Machine with In-built He...,"₹21,990","₹26,500",17% off,4.4,28301.0,2658.0,"1000 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",https://www.flipkart.com/samsung-6-kg-inverter-5-star-hygiene-steam-fully-automatic-front-load-washing-machine-in-built-heater-white/p/itmc5a49096d8b3b
22,ONIDA 6 kg 5 Star 10 Wash Programs Stainless Steel Drum Fully Automatic Top Load Washing Machine Grey,"₹11,990","₹19,990",40% off,4.2,56085.0,6150.0,"750 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product, 5 Years Warranty on Wash Motor",https://www.flipkart.com/onida-6-kg-5-star-10-wash-programs-stainless-steel-drum-fully-automatic-top-load-washing-machine-grey/p/itm83f90812844c4
22,"MarQ by Flipkart 6 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine White, Maro...","₹6,990","₹11,990",41% off,4.3,30399.0,2662.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 04 Years Special Warranty on Wash Motor,https://www.flipkart.com/marq-flipkart-6-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-white-maroon/p/itm11df0fd0f85df
22,"realme TechLife 7 kg 5 Star Rating Fabric Safe Wash Fully Automatic Top Load Washing Machine Black, Grey(RMTL705NNNEG)","₹11,390","₹21,990",48% off,4.1,15944.0,1619.0,700 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-fabric-safe-wash-fully-automatic-top-load-washing-machine-black-grey/p/itm44899ee8a31d9
22,"ONIDA 7 kg Top load Washer only White, Green","₹5,850","₹6,490",9% off,4.2,1150.0,101.0,"780 rpm Max Speed | 1 Year Comprehensive Warranty on Product, 7 Years Warranty on Motor",https://www.flipkart.com/onida-7-kg-top-load-washer-only-white-green/p/itmf331219da1c4f
22,"Haier 8.5 kg Semi Automatic Top Load Washing Machine Black, Grey","₹12,500","₹18,000",30% off,8.5,,,1300 RPM Max Speed | 5 Star Rating | 1 Year Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/haier-8-5-kg-semi-automatic-top-load-washing-machine-black-grey/p/itm55970acfb69ec
22,"Godrej 9 kg 5 Star, AI Tech, Steam Wash Fully Automatic Front Load Washing Machine with In-built Heater Grey(WFEON CEL 9014 IEBT SLSR)","₹32,990","₹58,500",43% off,4.0,1281.0,128.0,1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | 4 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/godrej-9-kg-5-star-ai-tech-steam-wash-fully-automatic-front-load-washing-machine-in-built-heater-grey/p/itm0e161a174a468
22,"IFB 9 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, with AI Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey(EXECUTIVE MSC 9014 SSL)","₹42,950","₹59,990",28% off,4.3,29094.0,2219.0,"1400 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support",https://www.flipkart.com/ifb-9-kg-5-star-steam-refresh-program-swirl-wash-eco-inverter-ai-fully-automatic-front-load-washing-machine-in-built-heater-black-grey/p/itmd82767ceef758
22,"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey","₹7,890","₹13,990",43% off,4.2,95150.0,8215.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-5-kg-5-star-rating-semi-automatic-top-load-washing-machine-black-grey/p/itm16f231540f615
22,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46663.0,2900.0,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor,https://www.flipkart.com/whirlpool-7-kg-magic-clean-5-star-fully-automatic-top-load-washing-machine-grey/p/itm50fdb8ca1e478
22,BOSCH 10.5/6 kg Washer with Dryer with In-built Heater Grey,"₹60,990","₹79,990",23% off,10.5,,,1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/bosch-10-5-6-kg-washer-dryer-in-built-heater-grey/p/itm55b4a8f53f027
22,"LG 9.5 kg Semi Automatic Top Load Washing Machine Grey, White","₹16,470","₹19,990",17% off,4.1,42.0,0.0,1350 RPM Max Speed | 5 Star Rating | 1 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/lg-9-5-kg-semi-automatic-top-load-washing-machine-grey-white/p/itm7c3c687fd9484
22,Thomson 7 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Blue,"₹7,490","₹10,499",28% off,4.1,29244.0,2462.0,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/thomson-7-kg-5-star-aqua-magic-semi-automatic-top-load-washing-machine-blue/p/itmdb64fb93d499e
22,"MarQ by Flipkart 7 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine Blue, White","₹7,390","₹13,990",47% off,4.3,62170.0,6114.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/marq-flipkart-7-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-blue-white/p/itm461e5e0bd2125
22,"Thomson 10 kg PureWash with Stainless Steel Drum, Magic Filter and Multiple Wash Programs Fully Automatic Top Load Washing Machine Grey(TTL1000S)","₹14,999","₹20,499",26% off,4.0,6607.0,1238.0,900 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/thomson-10-kg-purewash-stainless-steel-drum-magic-filter-multiple-wash-programs-fully-automatic-top-load-washing-machine-grey/p/itmd15ee7f08156c
22,Whirlpool 7.5 kg Semi Automatic Top Load Washing Machine Grey,"₹11,008","₹14,500",24% off,4.3,120.0,8.0,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 10 Years on Wash Motor,https://www.flipkart.com/whirlpool-7-5-kg-semi-automatic-top-load-washing-machine-grey/p/itma9ebd69bf15ae
22,Whirlpool 8 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹20,700","₹29,700",30% off,4.3,369.0,75.0,740 rpm Max Speed | With In-Built Heater | 2 Years Warranty on Unit & 10 Years on the Motor from Whirlpool,https://www.flipkart.com/whirlpool-8-kg-fully-automatic-top-load-washing-machine-in-built-heater-grey/p/itme8mmkzhkxjhfb
22,DMR 3/1.5 kg Washer with Dryer Ready to Wear Clothes Black,"₹5,999","₹6,499",7% off,3.8,61.0,6.0,240 RPM Max Speed | 2 Year Free Spare Parts Supply Warranty,https://www.flipkart.com/dmr-3-1-5-kg-washer-dryer-ready-wear-clothes-black/p/itm0289078f33800
22,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Load Washing Machine Grey, Black(WTEON ALP 70 5.0 FDUN GPGR)","₹13,990","₹27,300",48% off,4.2,9874.0,682.0,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/godrej-7-kg-zero-pressure-technology-fills-tub-60-faster-fabrisafe-steel-drum-fully-automatic-top-load-washing-machine-grey-black/p/itm98364367d4e69
22,"Thomson 8 kg 5 Star Aqua Magic Grande Series with Floral Toughened Glass and Double Waterfall Semi Automatic Top Load Washing Machine Black, Grey(TSG8000)","₹8,999","₹12,999",30% off,4.1,29244.0,2462.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/thomson-8-kg-5-star-aqua-magic-grande-series-floral-toughened-glass-double-waterfall-semi-automatic-top-load-washing-machine-black-grey/p/itm19805c9b3ce40
23,"LG 15/8 kg Washer with Dryer Fully Automatic Front Load Washer Dryer with AI Direct Drive Technology, Wi-Fi Enabled, Allergy Removal with Steam & Turbo Wash Ready to Wear Clothes with In-built Heater Black(FHD1508STB)","₹87,990","₹1,19,990",26% off,4.4,210.0,11.0,1000 rpm Max Speed | With In-Built Heater | With Wi-Fi Connectivity | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/lg-15-8-kg-washer-dryer-fully-automatic-front-load-ai-direct-drive-technology-wi-fi-enabled-allergy-removal-steam-turbo-wash-ready-wear-clothes-in-built-heater-black/p/itmcdd35028f1393
23,Lloyd by Havells 8 kg Washing Machine Fully Automatic Top Load Grey,"₹17,990","₹31,990",43% off,4.0,138.0,14.0,"680 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product, 10 Years Warranty on Motor",https://www.flipkart.com/lloyd-havells-8-kg-washing-machine-fully-automatic-top-load-grey/p/itm0beac15c07449
23,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Washing Machine Grey(MAGIC CLEAN 7.0 GREY DAZZLE (5YR))","₹8,490","₹12,800",33% off,4.4,41859.0,2721.0,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor,https://www.flipkart.com/whirlpool-7-kg-5-star-ace-wash-station-1400-rpm-speed-rust-proof-semi-automatic-top-load-washing-machine-grey/p/itm4a1a90b50cd6a
23,"realme TechLife 7 kg 5 Star rating Semi Automatic Top Load Washing Machine White, Black","₹7,890","₹12,490",36% off,4.2,95150.0,8215.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-semi-automatic-top-load-washing-machine-white-black/p/itmc94e124668ec6
23,"Godrej 8 kg With AI Tech, Steam Wash Fully Automatic Front Load Washing Machine with In-built Heater White(WFEON CRS 8012 5.0 FKEDM GLW)","₹28,990","₹50,000",42% off,4.0,1281.0,128.0,1200 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/godrej-8-kg-ai-tech-steam-wash-fully-automatic-front-load-washing-machine-in-built-heater-white/p/itm4c4bdd1003919
23,"Voltas Beko 7 kg Semi Automatic Top Load Washing Machine Maroon, White","₹8,990","₹12,990",30% off,3.8,5.0,0.0,1350 rpm Max Speed | 5 Star Rating | 1 Year Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/voltas-beko-7-kg-semi-automatic-top-load-washing-machine-maroon-white/p/itmc6539a6318b78
23,"Haier 10.5 kg AI, Wi-Fi, Direct Drive Technology, Condensor and Sensor Dry with Dual Cycle Technology, Puristeam and Refresh Function, Anti Bacterial Technology, Super Drum 525mm with Custom Wash Programs Fully Automatic Front Load Washing Machine with In-built Heater Grey(HWD105-B14959S8U1)","₹59,900","₹84,990",29% off,4.3,2868.0,301.0,1400 rpm Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 5 Years Warranty on Product and 12 Years Warranty on Motor,https://www.flipkart.com/haier-10-5-kg-ai-wi-fi-direct-drive-technology-condensor-sensor-dry-dual-cycle-puristeam-refresh-function-anti-bacterial-super-drum-525mm-custom-wash-programs-fully-automatic-front-load-washing-machine-in-built-heater-grey/p/itm18c30cb4a04d7
23,"Godrej 8 kg Semi Automatic Top Load Washing Machine White, Black","₹13,050","₹17,000",23% off,4.0,72.0,5.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Complete Produc,https://www.flipkart.com/godrej-8-kg-semi-automatic-top-load-washing-machine-white-black/p/itm5c7749032d03d
23,"MarQ by Flipkart 6 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine White, Maroon(MQSA605NNNDM / MQSA60H5W)","₹6,990","₹11,990",41% off,4.3,30399.0,2662.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 04 Years Special Warranty on Wash Motor,https://www.flipkart.com/marq-flipkart-6-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-white-maroon/p/itm11df0fd0f85df
23,"realme TechLife 7 kg 5 Star Rating Fabric Safe Wash Fully Automatic Top Load Washing Machine Black, Grey(RMTL705NNNEG)","₹11,390","₹21,990",48% off,4.1,15944.0,1619.0,700 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-fabric-safe-wash-fully-automatic-top-load-washing-machine-black-grey/p/itm44899ee8a31d9
23,Whirlpool 8.5 kg Semi Automatic Top Load Washing Machine Silver,"₹13,750","₹18,990",27% off,4.2,220.0,14.0,1450 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Motor and Prime Mover From Whirlpool,https://www.flipkart.com/whirlpool-8-5-kg-semi-automatic-top-load-washing-machine-silver/p/itm86943ab64d89f
23,"Whirlpool 7 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹10,990","₹13,350",17% off,4.3,9271.0,617.0,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,https://www.flipkart.com/whirlpool-7-kg-magic-clean-5-star-semi-automatic-top-load-washing-machine-black-grey/p/itmee28cf6539c3f
23,"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey","₹7,890","₹13,990",43% off,4.2,95150.0,8215.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-5-kg-5-star-rating-semi-automatic-top-load-washing-machine-black-grey/p/itm16f231540f615
23,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46663.0,2900.0,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor,https://www.flipkart.com/whirlpool-7-kg-magic-clean-5-star-fully-automatic-top-load-washing-machine-grey/p/itm50fdb8ca1e478
23,Hafele 9 kg Fully Automatic Front Load Washing Machine with In-built Heater White,"₹31,499","₹64,900",51% off,,,,"1400 RPM Max Speed | 5 Star Rating | With In-Built Heater | 3 Years Comprehensive Warranty,12 Years Motor Warranty and 12Years Spare Parts Support",https://www.flipkart.com/hafele-9-kg-fully-automatic-front-load-washing-machine-in-built-heater-white/p/itmd57a7e81e5ec8
23,Samsung 8 kg Wi-Fi Enabled 5 Star Fully Automatic Top Load Washing Machine Grey,"₹20,150","₹26,000",22% off,4.3,107.0,8.0,"700 RPM Max Speed | 5 Star Rating | 3 Years warranty on product, 12 Years warranty on Digital Inverter Motor",https://www.flipkart.com/samsung-8-kg-wi-fi-enabled-5-star-fully-automatic-top-load-washing-machine-grey/p/itm973c226902f21
23,Summercool 7 kg Semi Automatic Top Load Washing Machine Blue,"₹7,999","₹10,990",27% off,,,,1300 RPM Max Speed | 3 Star Rating | 2 Years Comprehensive & 5 years on Motor provided by the manufacturer from date of purchase,https://www.flipkart.com/summercool-7-kg-semi-automatic-top-load-washing-machine-blue/p/itm7c2302e30bb98
23,Whirlpool 8.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹18,289","₹27,700",33% off,2.8,6.0,0.0,740 RPM Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Wash Motor and Prime Mover,https://www.flipkart.com/whirlpool-8-5-kg-fully-automatic-top-load-washing-machine-in-built-heater-grey/p/itma6f595ec89e07
23,Thomson 7 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Blue,"₹7,490","₹10,499",28% off,4.1,29244.0,2462.0,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/thomson-7-kg-5-star-aqua-magic-semi-automatic-top-load-washing-machine-blue/p/itmdb64fb93d499e
23,"MarQ by Flipkart 7 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine Blue, White","₹7,390","₹13,990",47% off,4.3,62170.0,6114.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/marq-flipkart-7-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-blue-white/p/itm461e5e0bd2125
23,Samsung 7 kg Fully Automatic Top Load Washing Machine Silver,"₹23,500","₹27,200",13% off,4.0,66.0,9.0,"700 rpm Max Speed | 5 Star Rating | For all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",https://www.flipkart.com/samsung-7-kg-fully-automatic-top-load-washing-machine-silver/p/itm8a098f03a4d1d
23,Whirlpool 9.5 kg Semi Automatic Top Load Washing Machine Black,"₹14,290","₹23,550",39% off,4.1,110.0,4.0,1400 RPM Max Speed | 5 Star Rating | 10 years warranty on Wash Motor + Prime Mover & 5 years warranty on Spin Motor,https://www.flipkart.com/whirlpool-9-5-kg-semi-automatic-top-load-washing-machine-black/p/itm5a044ce46efbc
23,"Godrej 7 kg Zero Pressure Technology Fills Tub 60% Faster, Fabrisafe Steel Drum Fully Automatic Top Load Washing Machine Grey, Black(WTEON ALP 70 5.0 FDUN GPGR)","₹13,990","₹27,300",48% off,4.2,9874.0,682.0,720 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/godrej-7-kg-zero-pressure-technology-fills-tub-60-faster-fabrisafe-steel-drum-fully-automatic-top-load-washing-machine-grey-black/p/itm98364367d4e69
23,"Thomson 8 kg 5 Star Aqua Magic Grande Series with Floral Toughened Glass and Double Waterfall Semi Automatic Top Load Washing Machine Black, Grey(TSG8000)","₹8,999","₹12,999",30% off,4.1,29244.0,2462.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/thomson-8-kg-5-star-aqua-magic-grande-series-floral-toughened-glass-double-waterfall-semi-automatic-top-load-washing-machine-black-grey/p/itm19805c9b3ce40
24,Whirlpool 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Grey,"₹30,990","₹54,300",42% off,,,,1150 rpm Max Speed | 5 Star Rating | With In-Built Heater | 1 Year Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/whirlpool-9-kg-fully-automatic-front-load-washing-machine-in-built-heater-grey/p/itm13ef6f4a35dc0
24,"Samsung 12 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Blue","₹39,999","₹53,990",25% off,3.7,3.0,0.0,1400 RPM Max Speed | 5 Star Rating | With In-Built Heater | With Wi-Fi Connectivity | 2 Years Comprehensive Warranty on Product and 20 Years Warranty on Digital Inverter Motor,https://www.flipkart.com/samsung-12-kg-fully-automatic-front-load-washing-machine-in-built-heater-black-blue/p/itm22d4a4810dd3d
24,"LG 11 kg 5 Star, AI Direct Drive Technology, 6 Motion DD, Steam, Wi-Fi Enabled, Wrinkle Care Fully Automatic Front Load Washing Machine Silver(FHP1411Z9P)","₹48,490","₹65,990",26% off,4.3,12136.0,810.0,1400 rpm Max Speed | 5 Star Rating | With Wi-Fi Connectivity | 2 Years Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/lg-11-kg-5-star-ai-direct-drive-technology-6-motion-dd-steam-wi-fi-enabled-wrinkle-care-fully-automatic-front-load-washing-machine-silver/p/itmc95b54cd7f3b1
24,BOSCH 9 kg 1400RPM Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹40,629","₹70,890",42% off,5.0,5.0,1.0,"1400 RPM Max Speed | 5 Star Rating | With In-Built Heater | 2 years on product, 12 years on motor",https://www.flipkart.com/bosch-9-kg-1400rpm-fully-automatic-front-load-washing-machine-in-built-heater-silver/p/itmba1b1b78f0ff4
24,"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Washing Machine Grey(MAGIC CLEAN 7.0 GREY DAZZLE (5YR))","₹8,490","₹12,800",33% off,4.4,41859.0,2721.0,1400 rpm Max Speed | 5 Star Rating | 4 Years Comprehensive Warranty and 5 Years Warranty on Motor,https://www.flipkart.com/whirlpool-7-kg-5-star-ace-wash-station-1400-rpm-speed-rust-proof-semi-automatic-top-load-washing-machine-grey/p/itm4a1a90b50cd6a
24,"realme TechLife 7 kg 5 Star rating Semi Automatic Top Load Washing Machine White, Black","₹7,890","₹12,490",36% off,4.2,95150.0,8215.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-semi-automatic-top-load-washing-machine-white-black/p/itmc94e124668ec6
24,Samsung 11 kg Fully Automatic Top Load Washing Machine with In-built Heater Black,"₹45,590","₹57,490",20% off,,,,700 rpm Max Speed | 5 Star Rating | With In-Built Heater | 1 Year Comprehensive Warranty on Product and 10 Years Warranty on Motor,https://www.flipkart.com/samsung-11-kg-fully-automatic-top-load-washing-machine-in-built-heater-black/p/itm846070533bf72
24,LG 7 kg with Inverter Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹36,990","₹40,990",9% off,4.2,45.0,4.0,1200 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years on Product and 10 Years on Motor from LG,https://www.flipkart.com/lg-7-kg-inverter-fully-automatic-front-load-washing-machine-in-built-heater-silver/p/itm9ff3957eced6b
24,"MarQ by Flipkart 6 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine White, Maroon(MQSA605NNNDM / MQSA60H5W)","₹6,990","₹11,990",41% off,4.3,30399.0,2662.0,1350 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 04 Years Special Warranty on Wash Motor,https://www.flipkart.com/marq-flipkart-6-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-white-maroon/p/itm11df0fd0f85df
24,"realme TechLife 7 kg 5 Star Rating Fabric Safe Wash Fully Automatic Top Load Washing Machine Black, Gr...","₹11,390","₹21,990",48% off,4.1,15944.0,1619.0,700 rpm Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-kg-5-star-rating-fabric-safe-wash-fully-automatic-top-load-washing-machine-black-grey/p/itm44899ee8a31d9
24,BOSCH 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹30,849","₹45,190",31% off,4.6,8.0,4.0,"1000 RPM Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Comprehensive on Product , 12 Years on Motor",https://www.flipkart.com/bosch-7-kg-fully-automatic-front-load-washing-machine-in-built-heater-silver/p/itme9016879cd0a0
24,"Admiral 6.5 kg Semi Automatic Top Load Washing Machine Maroon, White","₹8,999",,,4.2,189.0,14.0,1350 rpm Max Speed | 5 Star Rating | 3 Years Warranty on Product,https://www.flipkart.com/admiral-6-5-kg-semi-automatic-top-load-washing-machine-maroon-white/p/itmf47be43085c15
24,"LG 7 kg Semi Automatic Top Load Washing Machine Blue, White","₹11,400","₹15,050",24% off,4.5,681.0,42.0,1350 RPM Max Speed | 5 Star Rating | 2 YEARS ON PRODUCT AND ADDITIONAL 3 YEARS ON WASH MOTOR,https://www.flipkart.com/lg-7-kg-semi-automatic-top-load-washing-machine-blue-white/p/itm51897952c7647
24,Voltas Beko 7 kg Fully Automatic Top Load Washing Machine Black,"₹14,499","₹27,999",48% off,3.2,12.0,0.0,750 rpm Max Speed | 5 Star Rating | 3 Years Comprehensive Warranty on Product and 12 Years Additional Warranty on Motor,https://www.flipkart.com/voltas-beko-7-kg-fully-automatic-top-load-washing-machine-black/p/itm8c51e6ba23477
24,"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey","₹7,890","₹13,990",43% off,4.2,95150.0,8215.0,1400 RPM Max Speed | 5 Star Rating | 2 Years Warranty on Product and 05 Years Special Warranty on Wash Motor,https://www.flipkart.com/realme-techlife-7-5-kg-5-star-rating-semi-automatic-top-load-washing-machine-black-grey/p/itm16f231540f615
24,Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,"₹14,490","₹19,550",25% off,4.1,46663.0,2900.0,740 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor,https://www.flipkart.com/whirlpool-7-kg-magic-clean-5-star-fully-automatic-top-load-washing-machine-grey/p/itm50fdb8ca1e478
24,"Lloyd 7 kg Semi Automatic Top Load Washing Machine Black, Grey","₹11,275","₹14,790",23% off,4.3,2985.0,216.0,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty,https://www.flipkart.com/lloyd-7-kg-semi-automatic-top-load-washing-machine-black-grey/p/itm415f1683c5cb2
24,Godrej 7.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Black,"₹18,490","₹28,500",35% off,4.1,159.0,19.0,670 rpm Max Speed | 5 Star Rating | With In-Built Heater | 2 Years Warranty on Entire Washing Machine and 10 Years on Motor From Godrej,https://www.flipkart.com/godrej-7-5-kg-fully-automatic-top-load-washing-machine-in-built-heater-black/p/itm782c142103193
24,Thomson 7 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Blue,"₹7,490","₹10,499",28% off,4.1,29244.0,2462.0,1400 rpm Max Speed | 5 Star Rating | 2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,https://www.flipkart.com/thomson-7-kg-5-star-aqua-magic-semi-automatic-top-load-washing-machine-blue/p/itmdb64fb93d499e
